Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2021/02/09,19041.804,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2021/01/12,19041.746,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2020/12/08,19041.685,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2020/11/10,19041.63,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2020/10/13,19041.572,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2020/09/08,19041.508,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2020/08/11,19041.45,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2020/07/14,19041.388,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2020/06/09,19041.329,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2020/05/27,19041.264,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2020/04/16,19041.208,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2021/07/13,19041.111,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2020/07/14,18363.959,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2020/06/09,18363.9,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2020/05/12,18363.836,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2020/04/14,18363.778,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2020/03/12,18363.72,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2020/02/11,18363.657,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2020/01/14,18363.592,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2019/12/10,18363.535,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2019/10/05,18363.418,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2021/04/13,18363.15,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2021/03/09,18363.144,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1903,Pro,2020/07/14,18362.959,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1903,Pro,2020/05/12,18362.836,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1903,Pro,2020/03/12,18362.72,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1903,Pro,2020/02/11,18362.657,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1903,Pro,2019/12/10,18362.535,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1903,Pro,2019/11/12,18362.476,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1903,Pro,2019/09/10,18362.356,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1903,Pro,2019/03/29,18362.3,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1903,Pro,2019/07/09,18362.239,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1903,Pro,2019/06/11,18362.175,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2020/01/14,17763.973,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2019/12/10,17763.914,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2019/11/12,17763.864,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2019/10/08,17763.805,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2019/09/10,17763.737,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2019/08/13,17763.678,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2019/07/09,17763.615,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2019/06/11,17763.557,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2019/05/19,17763.504,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2019/04/09,17763.437,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2019/03/12,17763.379,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2019/02/12,17763.316,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1803,Pro,2019/01/08,17763.253,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2018/12/11,17763.194,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2020/11/10,17763.1577,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2020/10/13,17763.1518,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2020/09/08,17763.1457,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2020/08/11,17763.1397,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2020/07/14,17763.1339,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2020/06/09,17763.1282,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
200,0,Error,Microsoft-Windows-FileHistory-Engine/BackupLog,,,,Windows 10,1809,Pro,2020/05/12,17763.1217,Unable to start a backup cycle for configuration {ConfigFilePath},{ConfigFilePath}
